,text
60,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Uzaktan eğitim için denklik işlemleri kabul edilmektemidir?[/INST] Uzaktan eğitim programlarından alınan diplomalar; diplomayı veren yükseköğretim kurumunun ve eğitimin yapıldığı programın öncelikle faaliyet gösterdiği ülke yetkili makamlarınca diploma vermeye yetkili bir kurum olarak tanınması, akreditasyon ya da kalite güvencesi kuruluşları tarafından akredite edilmiş olması ve Yükseköğretim Kurulu tarafından tanınmış bir kurum olması, bir üst eğitime girişte kabul edilmesi, program kredi toplamının o ülkedeki eşdeğer örgün öğretim programı kredi toplamına uygun olması, örgün öğretimde belirlenen program kazanımları ile aynı programın uzaktan öğretiminin program kazanımlarının uyarlı olması ve uzaktan eğitim programının ölçme ve değerlendirme sisteminin denetlenebilir nitelikte olması, yurtdışında yapılan uzaktan eğitimin Türkçe olmaması, eğitimin yapıldığı programın benzeri Türk yükseköğretim programına denk olması, eğitim düzeyi ve öğrenim alanının açıkça tespit edilmesi şartları aranarak, bu Yönetmelik hükümlerine göre değerlendirildikten sonra kabul edilir veya reddedilir.</s>"
61,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ayrıntılı transkript göndermemi istemişsiniz, gönderebileceğim başka evrak yok, ne yapmalıyım?[/INST] Kurulumuza ayrıntılı transkript sunamadığınızı belirten gerekçeli bir dilekçe göndermeniz halinde gerekli incelemeler yapılacaktır.</s>"
62,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Lise denklik belgesini nasıl alırım.[/INST] Lise denklik belgesi kişilerin yurtdışındaki liselerden aldıkları diplomaların  Türkiye'deki liselere eşdeğerliliğini gösteren belgedir. Yurtdışındaki liselerden mezun olmuş kişilerin denklik başvurusunda bulunabilmeleri için lise denklik belgelerini ibraz etmeleri gerekmektedir. Lise denklik belgeleri İl Milli Eğitim Müdürlüklerinden ya da yurtdışındal Dış Temsilciliklerimizden alınabilmektedir.</s>
63,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Lise okumadan üniversiteye kayıt yaptırdım, dolayısıyla lise diplomam yok, gerekli evraklarda lise denklik belgesi isteniyor, ne yapmalıyım?[/INST] Üniversitenizin eğitim sisteminin bu duruma izin veren bir eğitim sistemi olduğuna dair, üniversitenizden resmi bir evrak, tercümesi ve durumunuzu açıklayan bir dilekçe ile Kurulumuza başvurmanız halinde, gerekli incelemeler yapılacaktır.</s>"
64,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Diploma ve transkriptimi geçici süreliğine almak istiyorum, alabilir miyim, ne yapmalıyım, benden başka biri alabilir mi?[/INST] Dilekçe yoluyla süre belirterek evraklarınızı geçici olarak talep edebilirsiniz. Evraklarınızı noter onaylı vekaletnamesi olmadan sizden başkası alamaz.</s>"
65,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>XXX Üniversitesinin denkliği var mı, denklik ile tanıma aynı şey mi?[/INST] Kurulumuza okulun adını, bulunduğu ülkeyi ve bölümünüzü belirten resmi bir dilekçe ile başvurmanız halinde okulun tanınırlık belgesini alabilirsiniz.Okul tanınması ile denklik farklı işlemlerdir. Bir okulun tanınması demek, direk denklik alınacağı anlamına gelmemektedir. Kişinin mezun olduğu okul tanınıyorsa, mezun olduktan sonra yapacağı başvurusu Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği hükümlerine göre incelenmekte ve sonuçlandırılmaktadır.</s>"
66,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Almış olduğum denklik belgesine itirazım var, alanım farklı çıkmış, ne yapmalıyım?[/INST] Alan itirazları ile ilgili olarak, itirazını ve dayanağını içeren yeniden incelenme talepli dilekçenizi Kurulumuza göndermeniz halinde gerekli incelemeler yapılacaktır.</s>"
67,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik işlemi ücretlimi[/INST] Denklik işlemleri için herhangi bir ücret talep edilmemektedir.</s>
68,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okul tanıma yazısını ne kadar sürede alabilirim?[/INST] Okul tanınması ile ilgili dilekçeler resmi süresi (en geç 15 gün) içerisinde cevaplanmaktadır.</s>
69,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okulum tanınmıyor diye RED almışım, bu ne demek?[/INST] Denklik alabilmek için diplomayı veren yükseköğretim kurumunun ve eğitimin yapıldığı programın öncelikle faaliyet gösterdiği ülke yetkili makamlarınca diploma vermeye yetkili bir kurum olarak tanınması, akreditasyon ya da kalite güvencesi kuruluşları tarafından akredite edilmiş olması ve Kurul tarafından tanınması gerekmektedir.</s>"
70,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yurtdışında xxx bölümünde okumak istiyorum, hangi okulların denkliği var?[/INST] Okul adı bölümü ile birlikte ilgili ülke adına dilekçe yazıp(iletişim adreslerinin ve imzanın olduğu) Kurulumuza posta yolu ile göndermeniz  gerekmektedir.</s>"
71,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Evraklarımın fotokopisi ile başvuru yapabilir miyim?[/INST] Evrakların fotokopisi ile başvuru kabul edilmemektedir.</s>
72,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Öğretmenlik alanında yapılan sts hakkında değişiklik oldumu?[/INST] Yükseköğretim  Genel Kurul kararı gereğince öğretmenlik denkliği başvurusu sonucunda hakkında sts kararı çıkan kişilerin sts sınavı yerine KPSS'deki Eğitim Bilimleri bölümünden 100 üzerinden 50 almaları gerekmektedir.</s>
73,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yurtdışında xxx bölümünde okumak istiyorum, hangi okulların denkliği var?[/INST] Okul adı bölümü ile birlikte ilgili ülke adına dilekçe yazıp(iletişim adreslerinin ve imzanın olduğu) Kurulumuza posta yolu ile göndermeniz  gerekmektedir.</s>"
74,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>SGK, üniversitemin tanındığına dair yazı istedi, ne yapmalıyım?[/INST] Okul adı bölümü ile birlikte ilgili ülke adına dilekçe yazıp(iletişim adreslerinin ve imzanın olduğu) Kurulumuza posta yolu ile göndermeniz  ve  adresinize resmi yazı talebinde bulunmanız gerekmektedir.</s>"
75,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askere gideceğim, kısa dönem askerlik yapabilmek için denklik belgemi sunmam gerekli, süreci hızlandırabilir misiniz?[/INST] Kurulumuza durumunuzun aciliyetini belirten gerekçeli bir dilekçe göndermeniz halinde talebiniz dikkate alınarak, başvurunuz ile ilgili hızlandırılabilecek bir süreç varsa gerekli işlem yapılacaktır</s>"
76,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik Komisyonu ne kadar sürede bir toplanıyor?[/INST] Denklik Komisyonu ve Yükseköğretim Yürütme Kurulu her hafta düzenli olarak toplanmaktadır. Olağanüstü bir durum olması halinde Kurul ve Komisyon bir ya da birkaç hafta ertelenebilmektedir.</s>
77,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Komisyondan birileri ile görüşmek istiyorum, mümkün mü?[/INST] Komisyon üyeleri ile görüşmek uygun görülmemekle birlikte, randevu alınması halinde görüşülebilmektedir.</s>"
78,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Komisyon karar almadan önce dosyamla ilgili söylemem gerekenler var, ne yapmalıyım?[/INST] Detaylı açıklamalarınızı içeren resmi bir dilekçe göndermeniz halinde talebiniz incelemeye alınacaktır.</s>"
79,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik işleminin yasal dayanağı nedir?[/INST] 2547 sayılı kanunun 7/p maddesinde yurtdışındaki yükseköğretim kurumlarından alınan ön lisans, lisans ve lisansüstü diplomalarının denklik işlemini yapmak Kurulumuz görevleri arasında sayılmıştır. Yurtdışındaki yükseköğretim kurumlarından alınan diplomaların denklik işlemi 06.11.2010 tarih 27751 sayılı Resmi Gazete'de yayımlanarak yürürlüğe giren Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği hükümlerine göre yapılmaktadır.</s>"
80,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik belgemi kaybettim, yeniden çıkarabilir miyiz?[/INST] Ulusal gazetelerden birine verilen kayıp ilanı ve talebinizi içeren imzalı bir dilekçe ile Kurulumuza başvurmanız  halinde işlem yapılabilmektedir.</s>"
81,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik başvurumun hangi aşamada olduğunu öğrenmek istiyorum, ne yapmalıyım?[/INST] Denklik Başvurunuz  ile ilgili olarak Çağrı Merkezimizden ""444 8 965 (YÖK)""  7 gün 24 saat bilgi alabilirsiniz.</s>"
82,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik başvurum ne kadar sürede tamamlanır, net bir tarih verebilir misiniz?[/INST] Denklik başvuruları Yurtdışı Yükseköğretim Diplomaları Denklik Yönetmeliği hükümlerine göre incelenmekte ve diplomayı veren yükseköğretim kurumunun bulunduğu ülkeye göre değişmektedir.</s>"
83,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik işleminin aşamaları nelerdir?[/INST] *Denklik Başvuru sistemine Online Kayıt ve imzalı çıktı alımı*Başvuru Elden/Posta yoluyla ile denklik müracaat ofisine teslimi*Değerlendirme uzmanı tarafından başvuru sahibinin dosyasının incelenmesi   ve Ön inceleme raporunun hazırlanması.*Eksik /gerekli evrak varsa kişiye tebliği,*Dışişleri Bakanlığından Diploma Teyidi(Gerekli Durumlarda)*Üniversitelerden alan tespiti(Gerekli Durumlarda)*Komisyon raporunun hazırlanması*Denklik Komisyon İncelemesi*Yükseköğretim Yürütme  Kurulu İncelemesi*Denklik/KKTC Protokolü/Red/STS/Lisans Tamamlama/KPDS karalarının kişileri tebliği ve yerine getirilmesi.*Denklik Belgesi/Geçici mezuniyet Belgesinin Hazırlanması*İmzaya sunumu(4 İmza)</s>"
84,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Başvurumu geri çekmek istiyorum, ne yapmalıyım ?[/INST] Başvurunuzu geri çekmek istediğinize dair imzanızı içeren bir dilekçe yazıp Kurulumuza posta yolu ile göndermeniz gerekmektedir. Başvurunuzu geri çektiğinizde orijinal evraklarınız (tercümeler hariç) tarafınıza iade edilecektir.ÖNEMLİ: Dışişleri Bakanlığı ile yapılan diploma teyit yazışmalarının cevabının beklendiği başvurularda, başvuru geri çekme talebi, diploma teyit yazışmasının cevabı Kurulumuza ulaştıktan sonra değerlendirilmektedir. Cevabı gelmeyen yazışmalarda başvuru geri çekilememektedir</s>"
85,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Diplomanın aslını vermek zorundamıyım?[/INST] İncelemeler asıl belgeler üzerinden yapılmakta olduğundan, diploma aslını denklik başvurunuzda Kurulumuza teslim etmek zorundasınız.</s>"
86,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik için yabancı uyrukluyum,gerekli evraklar nelerdir ?[/INST] http://www.yok.gov.tr/web/denklik bölümünde Denklik Başvurusunda istenilen evraklara ulaşılabilmektedir.</s>"
87,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Başvurumu posta ile yaptım, size ulaştımı?[/INST] Başvurunuzun Kurulumuza ulaşıp ulaşmadığı hakkında Çağrı Merkezimizden (444 8 965) bilgi alabilirsiniz.</s>"
88,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Evrak asıllarımı göndermişsiniz ancak tercümeler yok, neden?[/INST] Başvuru sırasında Kurulumuza verilen tercüme asılları, başvuru sahibine iade edilmeksizin, Kurulumuzca  incelemeye esas bir belge olarak dosyada saklanmaktadır.</s>"
89,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Evraklarımı elden almak istemiştim, tercihimi değiştirmek istiyorum, ne yapmalıyım?[/INST] Birimimize ulaştıracağınız imzalı bir  dilekçe ile  talebinizi iletmeniz halinde değişiklik yapılabilmektedir.</s>"
90,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Posta ile gönderdiğiniz belgelerim ne zaman elime ulaşır?[/INST] Kurulumuzca denklik belgeleri ve diğer evraklar PTT yoluyla iadeli taahhütlü olarak gönderilmekte olup, 10 iş günü içerisinde tarafınıza teslim edilecektir</s>"
91,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Adresim değişti, evraklarımı posta ile gönderin demiştim, ne yapmam lazım?[/INST] Adres değişikliğinizi bir dilekçe ile Kurulumuza bildirmeniz durumunda işlemleriniz için yeni adresiniz kullanılacaktır.</s>"
92,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Başvurumu benim yerime bir başkası da yapabilir mi?[/INST] Başvuru sahibi adına bir başkası Kurulumuza evrak teslimi yapabilir.</s>
93,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Denklik belgemi benim yerime bir yakınım alabilir mi?[/INST] Noter onaylı vekâletnamesi olmadan bir başkası Kurulumuzdan sizin adınıza herhangi bir evrak teslim alamaz.</s>
94,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Türkiye'de yüksek lisans/doktora başvurusu yapacağım, denklik belgesine ihtiyacım var mı?[/INST] Türkiye Cumhuriyeti vatandaşları Türkiye'de lisansüstü eğitime başlamak için denklik belgesi almak zorundadırlar. Yabancı uyruklu kişiler okul tanıma yazısı alarak lisans üstü eğitime başvuru yapabilirler.</s>"
95,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>İşe gireceğim, denklik belgesine acilen ihtiyacım var, yardımcı olabilir misiniz?[/INST] Kurulumuza durumunuzun aciliyetini belirten gerekçeli bir dilekçe göndermeniz halinde talebiniz dikkate alınarak, başvurunuz ile ilgili hızlandırılabilecek bir süreç varsa gerekli işlem yapılacaktır</s>"
96,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askerlik yapmadan aynı düzeyde ikinci bir yüksek öğretim programına kayıt yaptırabilir miyim?[/INST] 1111 sayılı Askerlik Kanununda askerlik hizmetini yapmadan aynı düzeyde ikinci bir eğitim alınamayacağı hükme bağlanmıştır. Ancak, kayıt tarihinden önce askerliği tecil edilen adayların askerlik tecil süresinin bitimine kadar kayıt hakkı kazandıkları programa kayıtları yapılabilmekte, tecil sürelerinin sonunda askerlik hizmetini erteleme haklarını kaybettiklerinden, askerlik hizmetlerini yaptıktan sonra eğitimlerine devam edebilmektedirler.</s>"
97,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askerlik yapmadan aynı düzeyde ikinci bir yüksek öğretim programına kayıt yaptırabilir miyim?[/INST] 1111 sayılı Askerlik Kanununda askerlik hizmetini yapmadan aynı düzeyde ikinci bir eğitim alınamayacağı hükme bağlanmıştır. Ancak, kayıt tarihinden önce askerliği tecil edilen adayların askerlik tecil süresinin bitimine kadar kayıt hakkı kazandıkları programa kayıtları yapılabilmekte, tecil sürelerinin sonunda askerlik hizmetini erteleme haklarını kaybettiklerinden, askerlik hizmetlerini yaptıktan sonra eğitimlerine devam edebilmektedirler.</s>"
98,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askerlik yapmadan aynı düzeyde ikinci bir yüksek öğretim programına kayıt yaptırabilir miyim?[/INST] 1111 sayılı Askerlik Kanununda askerlik hizmetini yapmadan aynı düzeyde ikinci bir eğitim alınamayacağı hükme bağlanmıştır. Ancak, kayıt tarihinden önce askerliği tecil edilen adayların askerlik tecil süresinin bitimine kadar kayıt hakkı kazandıkları programa kayıtları yapılabilmekte, tecil sürelerinin sonunda askerlik hizmetini erteleme haklarını kaybettiklerinden, askerlik hizmetlerini yaptıktan sonra eğitimlerine devam edebilmektedirler.</s>"
99,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askerlik yapmadan aynı düzeyde ikinci bir yüksek öğretim programına kayıt yaptırabilir miyim?[/INST] 1111 sayılı Askerlik Kanununda askerlik hizmetini yapmadan aynı düzeyde ikinci bir eğitim alınamayacağı hükme bağlanmıştır. Ancak, kayıt tarihinden önce askerliği tecil edilen adayların askerlik tecil süresinin bitimine kadar kayıt hakkı kazandıkları programa kayıtları yapılabilmekte, tecil sürelerinin sonunda askerlik hizmetini erteleme haklarını kaybettiklerinden, askerlik hizmetlerini yaptıktan sonra eğitimlerine devam edebilmektedirler.</s>"
